ip,port,status,asn,organization,country,first_seen,last_seen,malware,source,source_url
50.16.16.211,443,online,14618,"Amazon.com, Inc.",US,2025-12-30 13:56:31,2026-03-12,QakBot,Feodo Tracker,https://feodotracker.abuse.ch/downloads/ipblocklist_recommended.json
