indicator,indicator_type,ip_version,prefix,asn,organization,country,malicious,confidence,category,source,first_seen,last_seen,malware
69.3.208.0/24,MaliciousASNIPv4Prefix,4,69.3.208.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
69.3.239.0/24,MaliciousASNIPv4Prefix,4,69.3.239.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
69.33.227.0/24,MaliciousASNIPv4Prefix,4,69.33.227.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
69.33.231.0/24,MaliciousASNIPv4Prefix,4,69.33.231.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
69.33.250.0/24,MaliciousASNIPv4Prefix,4,69.33.250.0/24,147034,barebox.com.bd,BD,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
69.33.251.0/24,MaliciousASNIPv4Prefix,4,69.33.251.0/24,147034,barebox.com.bd,BD,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
69.33.252.0/24,MaliciousASNIPv4Prefix,4,69.33.252.0/24,147034,barebox.com.bd,BD,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
69.33.253.0/24,MaliciousASNIPv4Prefix,4,69.33.253.0/24,147034,barebox.com.bd,BD,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
69.33.254.0/24,MaliciousASNIPv4Prefix,4,69.33.254.0/24,147034,barebox.com.bd,BD,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
69.33.255.0/24,MaliciousASNIPv4Prefix,4,69.33.255.0/24,147034,barebox.com.bd,BD,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
69.40.207.0/24,MaliciousASNIPv4Prefix,4,69.40.207.0/24,400992,ZhouyiSat Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
69.42.213.0/24,MaliciousASNIPv4Prefix,4,69.42.213.0/24,63023,GTHost,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
70.39.184.0/24,MaliciousASNIPv4Prefix,4,70.39.184.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
70.39.185.0/24,MaliciousASNIPv4Prefix,4,70.39.185.0/24,399073,BUNNY TECHNOLOGY LLC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
70.39.186.0/24,MaliciousASNIPv4Prefix,4,70.39.186.0/24,399073,BUNNY TECHNOLOGY LLC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
70.39.187.0/24,MaliciousASNIPv4Prefix,4,70.39.187.0/24,399073,BUNNY TECHNOLOGY LLC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
70.39.236.0/24,MaliciousASNIPv4Prefix,4,70.39.236.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
70.39.237.0/24,MaliciousASNIPv4Prefix,4,70.39.237.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
70.39.239.0/24,MaliciousASNIPv4Prefix,4,70.39.239.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
71.19.128.0/24,MaliciousASNIPv4Prefix,4,71.19.128.0/24,63023,GTHost,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
72.1.160.0/20,MaliciousASNIPv4Prefix,4,72.1.160.0/20,53958,AUPROXIES LLC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
72.14.148.0/24,MaliciousASNIPv4Prefix,4,72.14.148.0/24,63023,GTHost,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
72.14.149.0/24,MaliciousASNIPv4Prefix,4,72.14.149.0/24,63023,GTHost,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
72.244.168.0/22,MaliciousASNIPv4Prefix,4,72.244.168.0/22,149978,SPNHOST,BD,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
72.244.32.0/22,MaliciousASNIPv4Prefix,4,72.244.32.0/22,141738,noorhost.com.bd,BD,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
72.37.133.0/24,MaliciousASNIPv4Prefix,4,72.37.133.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
72.37.137.0/24,MaliciousASNIPv4Prefix,4,72.37.137.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
72.37.139.0/24,MaliciousASNIPv4Prefix,4,72.37.139.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
72.37.140.0/24,MaliciousASNIPv4Prefix,4,72.37.140.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
72.37.146.0/24,MaliciousASNIPv4Prefix,4,72.37.146.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
72.37.153.0/24,MaliciousASNIPv4Prefix,4,72.37.153.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
72.37.157.0/24,MaliciousASNIPv4Prefix,4,72.37.157.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
72.37.162.0/24,MaliciousASNIPv4Prefix,4,72.37.162.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
72.56.149.0/24,MaliciousASNIPv4Prefix,4,72.56.149.0/24,63023,GTHost,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
74.0.80.0/22,MaliciousASNIPv4Prefix,4,74.0.80.0/22,141738,noorhost.com.bd,BD,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
74.0.92.0/22,MaliciousASNIPv4Prefix,4,74.0.92.0/22,141738,noorhost.com.bd,BD,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
74.112.12.0/24,MaliciousASNIPv4Prefix,4,74.112.12.0/24,63023,GTHost,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
74.112.14.0/24,MaliciousASNIPv4Prefix,4,74.112.14.0/24,63023,GTHost,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
74.113.96.0/22,MaliciousASNIPv4Prefix,4,74.113.96.0/22,18526,"DDPS Networks, LLC",JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
74.113.96.0/24,MaliciousASNIPv4Prefix,4,74.113.96.0/24,18526,"DDPS Networks, LLC",JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
74.113.99.0/24,MaliciousASNIPv4Prefix,4,74.113.99.0/24,18526,"DDPS Networks, LLC",JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
74.114.117.0/24,MaliciousASNIPv4Prefix,4,74.114.117.0/24,39600,BUNNY TECHNOLOGY LLC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
74.115.6.0/24,MaliciousASNIPv4Prefix,4,74.115.6.0/24,134176,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
74.124.192.0/24,MaliciousASNIPv4Prefix,4,74.124.192.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
74.2.112.0/22,MaliciousASNIPv4Prefix,4,74.2.112.0/22,141738,noorhost.com.bd,BD,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
74.82.109.0/24,MaliciousASNIPv4Prefix,4,74.82.109.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.107.105.0/24,MaliciousASNIPv4Prefix,4,77.107.105.0/24,399073,BUNNY TECHNOLOGY LLC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.100.0/24,MaliciousASNIPv4Prefix,4,77.110.100.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.101.0/24,MaliciousASNIPv4Prefix,4,77.110.101.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.102.0/24,MaliciousASNIPv4Prefix,4,77.110.102.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.103.0/24,MaliciousASNIPv4Prefix,4,77.110.103.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.104.0/24,MaliciousASNIPv4Prefix,4,77.110.104.0/24,216246,Aeza Group LLC,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.105.0/24,MaliciousASNIPv4Prefix,4,77.110.105.0/24,216246,Aeza Group LLC,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.106.0/24,MaliciousASNIPv4Prefix,4,77.110.106.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.108.0/24,MaliciousASNIPv4Prefix,4,77.110.108.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.109.0/24,MaliciousASNIPv4Prefix,4,77.110.109.0/24,203273,NetCrafters OU,EE,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.110.0/24,MaliciousASNIPv4Prefix,4,77.110.110.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.114.0/24,MaliciousASNIPv4Prefix,4,77.110.114.0/24,203273,NetCrafters OU,EE,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.115.0/24,MaliciousASNIPv4Prefix,4,77.110.115.0/24,203273,NetCrafters OU,EE,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.116.0/24,MaliciousASNIPv4Prefix,4,77.110.116.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.117.0/24,MaliciousASNIPv4Prefix,4,77.110.117.0/24,216127,INTERNATIONAL HOSTING COMPANY LIMITED,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.118.0/24,MaliciousASNIPv4Prefix,4,77.110.118.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.119.0/24,MaliciousASNIPv4Prefix,4,77.110.119.0/24,203273,NetCrafters OU,EE,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.120.0/24,MaliciousASNIPv4Prefix,4,77.110.120.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.121.0/24,MaliciousASNIPv4Prefix,4,77.110.121.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.122.0/24,MaliciousASNIPv4Prefix,4,77.110.122.0/24,203273,NetCrafters OU,EE,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.123.0/24,MaliciousASNIPv4Prefix,4,77.110.123.0/24,203273,NetCrafters OU,EE,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.124.0/24,MaliciousASNIPv4Prefix,4,77.110.124.0/24,203273,NetCrafters OU,EE,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.125.0/24,MaliciousASNIPv4Prefix,4,77.110.125.0/24,203273,NetCrafters OU,EE,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.126.0/24,MaliciousASNIPv4Prefix,4,77.110.126.0/24,203273,NetCrafters OU,EE,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.127.0/24,MaliciousASNIPv4Prefix,4,77.110.127.0/24,203273,NetCrafters OU,EE,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.65.0/24,MaliciousASNIPv4Prefix,4,77.110.65.0/24,208185,Net Gate Telecom S.R.L.,RO,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.72.0/24,MaliciousASNIPv4Prefix,4,77.110.72.0/24,208185,Net Gate Telecom S.R.L.,RO,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.89.0/24,MaliciousASNIPv4Prefix,4,77.110.89.0/24,208185,Net Gate Telecom S.R.L.,RO,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.96.0/24,MaliciousASNIPv4Prefix,4,77.110.96.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.97.0/24,MaliciousASNIPv4Prefix,4,77.110.97.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.98.0/24,MaliciousASNIPv4Prefix,4,77.110.98.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.110.99.0/24,MaliciousASNIPv4Prefix,4,77.110.99.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.221.136.0/22,MaliciousASNIPv4Prefix,4,77.221.136.0/22,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.221.140.0/22,MaliciousASNIPv4Prefix,4,77.221.140.0/22,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.221.148.0/24,MaliciousASNIPv4Prefix,4,77.221.148.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.221.149.0/24,MaliciousASNIPv4Prefix,4,77.221.149.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.221.151.0/24,MaliciousASNIPv4Prefix,4,77.221.151.0/24,216246,Aeza Group LLC,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.221.152.0/23,MaliciousASNIPv4Prefix,4,77.221.152.0/23,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.221.154.0/23,MaliciousASNIPv4Prefix,4,77.221.154.0/23,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.221.156.0/23,MaliciousASNIPv4Prefix,4,77.221.156.0/23,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.221.158.0/23,MaliciousASNIPv4Prefix,4,77.221.158.0/23,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.221.159.0/24,MaliciousASNIPv4Prefix,4,77.221.159.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.232.142.0/23,MaliciousASNIPv4Prefix,4,77.232.142.0/23,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.239.106.0/24,MaliciousASNIPv4Prefix,4,77.239.106.0/24,210546,CHSL ONE LTD,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.239.107.0/24,MaliciousASNIPv4Prefix,4,77.239.107.0/24,207957,SERV.HOST GROUP LTD,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.239.96.0/24,MaliciousASNIPv4Prefix,4,77.239.96.0/24,216127,INTERNATIONAL HOSTING COMPANY LIMITED,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.239.97.0/24,MaliciousASNIPv4Prefix,4,77.239.97.0/24,216127,INTERNATIONAL HOSTING COMPANY LIMITED,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.239.98.0/24,MaliciousASNIPv4Prefix,4,77.239.98.0/24,216127,INTERNATIONAL HOSTING COMPANY LIMITED,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.239.99.0/24,MaliciousASNIPv4Prefix,4,77.239.99.0/24,216127,INTERNATIONAL HOSTING COMPANY LIMITED,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.242.150.0/24,MaliciousASNIPv4Prefix,4,77.242.150.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.242.156.0/24,MaliciousASNIPv4Prefix,4,77.242.156.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.242.158.0/24,MaliciousASNIPv4Prefix,4,77.242.158.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.73.131.0/24,MaliciousASNIPv4Prefix,4,77.73.131.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.73.135.0/24,MaliciousASNIPv4Prefix,4,77.73.135.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.75.231.0/24,MaliciousASNIPv4Prefix,4,77.75.231.0/24,41155,Orbit Telekom Sanayi ve Ticaret Limited Sirketi,TR,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.81.65.0/24,MaliciousASNIPv4Prefix,4,77.81.65.0/24,35830,Fast Servers (Pty) Ltd,ZA,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.83.2.0/24,MaliciousASNIPv4Prefix,4,77.83.2.0/24,44559,IT HOSTLINE LTD,CY,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.83.207.0/24,MaliciousASNIPv4Prefix,4,77.83.207.0/24,51396,Pfcloud UG (haftungsbeschrankt),DE,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.83.39.0/24,MaliciousASNIPv4Prefix,4,77.83.39.0/24,51396,Pfcloud UG (haftungsbeschrankt),DE,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.83.80.0/24,MaliciousASNIPv4Prefix,4,77.83.80.0/24,44559,IT HOSTLINE LTD,CY,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.83.83.0/24,MaliciousASNIPv4Prefix,4,77.83.83.0/24,63023,GTHost,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.90.154.0/24,MaliciousASNIPv4Prefix,4,77.90.154.0/24,134176,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.90.175.0/24,MaliciousASNIPv4Prefix,4,77.90.175.0/24,208185,Net Gate Telecom S.R.L.,RO,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.90.182.0/24,MaliciousASNIPv4Prefix,4,77.90.182.0/24,208185,Net Gate Telecom S.R.L.,RO,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.90.185.0/24,MaliciousASNIPv4Prefix,4,77.90.185.0/24,213790,Limited Network LTD,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.90.48.0/24,MaliciousASNIPv4Prefix,4,77.90.48.0/24,49581,Ferdinand Zink trading as Tube-Hosting,DE,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.91.103.0/24,MaliciousASNIPv4Prefix,4,77.91.103.0/24,209847,WorkTitans B.V.,NL,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.91.118.0/24,MaliciousASNIPv4Prefix,4,77.91.118.0/24,209896,Contrust Solutions S.R.L.,MD,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.91.124.0/24,MaliciousASNIPv4Prefix,4,77.91.124.0/24,215730,H2NEXUS CLOUD SERVICES - FZCO,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.91.224.0/21,MaliciousASNIPv4Prefix,4,77.91.224.0/21,199420,OOO Fly Engeneering Group,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.91.70.0/24,MaliciousASNIPv4Prefix,4,77.91.70.0/24,210546,CHSL ONE LTD,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.91.76.0/24,MaliciousASNIPv4Prefix,4,77.91.76.0/24,216127,INTERNATIONAL HOSTING COMPANY LIMITED,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.91.77.0/24,MaliciousASNIPv4Prefix,4,77.91.77.0/24,210546,CHSL ONE LTD,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
77.91.78.0/24,MaliciousASNIPv4Prefix,4,77.91.78.0/24,216127,INTERNATIONAL HOSTING COMPANY LIMITED,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
78.135.73.0/24,MaliciousASNIPv4Prefix,4,78.135.73.0/24,51722,PIXOOF TEKNOLOJI ANONIM SIRKETI,TR,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
78.142.18.0/24,MaliciousASNIPv4Prefix,4,78.142.18.0/24,213438,ColocaTel Inc.,SC,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
78.153.130.0/24,MaliciousASNIPv4Prefix,4,78.153.130.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
78.153.140.0/24,MaliciousASNIPv4Prefix,4,78.153.140.0/24,202306,HOSTGLOBAL.PLUS LTD,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
78.159.130.0/24,MaliciousASNIPv4Prefix,4,78.159.130.0/24,213438,ColocaTel Inc.,SC,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
78.17.148.0/23,MaliciousASNIPv4Prefix,4,78.17.148.0/23,210654,Des Capital B.V.,NL,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
78.17.220.0/24,MaliciousASNIPv4Prefix,4,78.17.220.0/24,216475,NKtelecom INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
78.17.224.0/24,MaliciousASNIPv4Prefix,4,78.17.224.0/24,216475,NKtelecom INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
78.17.32.0/24,MaliciousASNIPv4Prefix,4,78.17.32.0/24,211955,NOTBAD HOSTING LTD,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
78.40.209.0/24,MaliciousASNIPv4Prefix,4,78.40.209.0/24,213702,QWINS LTD,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
79.124.62.0/24,MaliciousASNIPv4Prefix,4,79.124.62.0/24,207812,DM AUTO EOOD,BG,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
79.124.8.0/24,MaliciousASNIPv4Prefix,4,79.124.8.0/24,213438,ColocaTel Inc.,SC,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
79.137.184.0/24,MaliciousASNIPv4Prefix,4,79.137.184.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
79.137.192.0/24,MaliciousASNIPv4Prefix,4,79.137.192.0/24,216246,Aeza Group LLC,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
79.137.194.0/23,MaliciousASNIPv4Prefix,4,79.137.194.0/23,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
79.137.196.0/22,MaliciousASNIPv4Prefix,4,79.137.196.0/22,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
79.137.202.0/23,MaliciousASNIPv4Prefix,4,79.137.202.0/23,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
79.137.204.0/23,MaliciousASNIPv4Prefix,4,79.137.204.0/23,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
79.137.206.0/24,MaliciousASNIPv4Prefix,4,79.137.206.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
79.137.207.0/24,MaliciousASNIPv4Prefix,4,79.137.207.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
79.137.248.0/24,MaliciousASNIPv4Prefix,4,79.137.248.0/24,210644,Aéza International Limited,RU,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
8.242.22.0/24,MaliciousASNIPv4Prefix,4,8.242.22.0/24,138915,Kaopu Cloud HK Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
80.242.53.0/24,MaliciousASNIPv4Prefix,4,80.242.53.0/24,44559,IT HOSTLINE LTD,CY,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
80.242.60.0/24,MaliciousASNIPv4Prefix,4,80.242.60.0/24,44559,IT HOSTLINE LTD,CY,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
80.244.11.0/24,MaliciousASNIPv4Prefix,4,80.244.11.0/24,52209,Atis Omran Sevin PSJ,IR,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
80.244.13.0/24,MaliciousASNIPv4Prefix,4,80.244.13.0/24,20724,GlobalTeleHost Corp.,CA,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
80.253.249.0/24,MaliciousASNIPv4Prefix,4,80.253.249.0/24,213702,QWINS LTD,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
80.64.30.0/24,MaliciousASNIPv4Prefix,4,80.64.30.0/24,44559,IT HOSTLINE LTD,CY,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
80.66.81.0/24,MaliciousASNIPv4Prefix,4,80.66.81.0/24,207957,SERV.HOST GROUP LTD,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
80.66.85.0/24,MaliciousASNIPv4Prefix,4,80.66.85.0/24,207957,SERV.HOST GROUP LTD,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
80.66.87.0/24,MaliciousASNIPv4Prefix,4,80.66.87.0/24,216127,INTERNATIONAL HOSTING COMPANY LIMITED,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
